,Date,Low,High,Close,Open,Volume,Adj Close
686,2014-09-25,77.13,78.94,77.22,78.6,37354970.0,77.22
685,2013-11-14,48.03,49.57,48.99,48.7,75117000.0,48.99
684,2017-12-29,176.46,178.85,176.46,178.0,10028758.0,176.46
683,2013-01-08,28.86,29.6,29.0607,29.51,45871300.0,29.0607
682,2014-09-04,75.53,76.93,75.95,75.89,26625500.0,75.95
681,2016-10-14,127.58,128.95,127.88,128.49,13345292.0,127.88
680,2015-09-11,91.13,92.08,92.05,91.68,21185049.0,92.05
679,2015-10-08,90.47,93.22,92.47,91.89,27290523.0,92.47
678,2017-11-15,176.4,178.57,177.95,176.66,10131051.0,177.95
677,2013-02-05,28.04,28.96,28.64,28.26,47948200.0,28.64
676,2012-08-03,19.9,22.16,21.09,20.36,80647000.0,21.09
675,2017-05-31,151.09,153.35,151.46,152.7,17709427.0,151.46
674,2014-07-11,64.79,66.59,66.34,65.28,39167800.0,66.34
673,2017-03-24,139.76,141.02,140.34,140.08,16664683.0,140.34
672,2015-07-20,95.36,98.6,97.91,95.85,54860541.0,97.91
671,2012-08-01,20.84,21.58,20.88,21.5,44604400.0,20.88
670,2014-11-04,73.65,75.77,75.76,74.23,39326471.0,75.76
669,2012-12-13,27.43,28.75,28.24,27.59,81051600.0,28.24
668,2018-03-01,174.41,180.12,175.94,179.01,23201626.0,175.94
667,2014-12-29,79.71,80.96,80.02,80.49,14134666.0,80.02
666,2012-12-17,26.32,27.0,26.75,26.77,57742500.0,26.75
665,2014-03-11,69.96,72.59,70.1,72.5,59408300.0,70.1
664,2016-07-20,120.56,122.2,121.92,121.25,20046452.0,121.92
663,2018-02-12,171.84,177.545,176.41,177.06,31697374.0,176.41
662,2017-03-22,137.6,139.79,139.59,137.93,17055449.0,139.59
661,2015-05-21,80.08,80.92,80.48,80.19,13402749.0,80.48
660,2014-01-17,56.07,57.82,56.3,57.3,40849200.0,56.3
659,2013-01-31,28.74,31.47,30.981,29.15,190744900.0,30.981
